TransactionID,Items,DateTime,DayPart,DayType
TN160017,Hot chocolate,30-10-2016 10:38,Morning,Weekend
TN160018,Farm House,30-10-2016 10:41,Morning,Weekend
TN160019,Farm House,30-10-2016 10:43,Morning,Weekend
TN160019,Bread,30-10-2016 10:43,Morning,Weekend
TN160020,Bread,30-10-2016 10:45,Morning,Weekend
TN160020,Medialuna,30-10-2016 10:45,Morning,Weekend
TN160021,Coffee,30-10-2016 10:49,Morning,Weekend
TN160021,Coffee,30-10-2016 10:49,Morning,Weekend
TN160021,Medialuna,30-10-2016 10:49,Morning,Weekend
TN160021,Bread,30-10-2016 10:49,Morning,Weekend
TN160022,Jam,30-10-2016 10:52,Morning,Weekend
TN160023,Scandinavian,30-10-2016 10:53,Morning,Weekend
TN160023,Muffin,30-10-2016 10:53,Morning,Weekend
TN160024,Bread,30-10-2016 10:54,Morning,Weekend
TN160025,Scandinavian,30-10-2016 10:55,Morning,Weekend
TN160026,Fudge,30-10-2016 10:56,Morning,Weekend
TN160027,Scandinavian,30-10-2016 11:02,Morning,Weekend
TN160028,Coffee,30-10-2016 11:03,Morning,Weekend
TN160028,Bread,30-10-2016 11:03,Morning,Weekend
TN160029,Bread,30-10-2016 11:05,Morning,Weekend
TN160029,Jam,30-10-2016 11:05,Morning,Weekend
TN160030,Bread,30-10-2016 11:07,Morning,Weekend
TN160031,Basket,30-10-2016 11:12,Morning,Weekend
TN160032,Scandinavian,30-10-2016 11:16,Morning,Weekend
TN160032,Muffin,30-10-2016 11:16,Morning,Weekend
TN160033,Coffee,30-10-2016 11:22,Morning,Weekend
TN160034,Coffee,30-10-2016 11:25,Morning,Weekend
TN160034,Muffin,30-10-2016 11:25,Morning,Weekend
TN160035,Muffin,30-10-2016 11:27,Morning,Weekend
TN160035,Scandinavian,30-10-2016 11:27,Morning,Weekend
TN160036,Tea,30-10-2016 11:33,Morning,Weekend
TN160036,Bread,30-10-2016 11:33,Morning,Weekend
TN160037,Coffee,30-10-2016 11:37,Morning,Weekend
TN160037,Bread,30-10-2016 11:37,Morning,Weekend
TN160038,Bread,30-10-2016 11:42,Morning,Weekend
TN160038,Tea,30-10-2016 11:42,Morning,Weekend
TN160039,Scandinavian,30-10-2016 11:44,Morning,Weekend
TN160040,Juice,30-10-2016 11:55,Morning,Weekend
TN160040,Tartine,30-10-2016 11:55,Morning,Weekend
TN160040,Coffee,30-10-2016 11:55,Morning,Weekend
TN160040,Muffin,30-10-2016 11:55,Morning,Weekend
TN160041,Scandinavian,30-10-2016 11:57,Morning,Weekend
TN160042,Bread,30-10-2016 11:57,Morning,Weekend
TN160042,Tea,30-10-2016 11:57,Morning,Weekend
TN160043,Scandinavian,30-10-2016 12:00,Afternoon,Weekend
TN160043,Fudge,30-10-2016 12:00,Afternoon,Weekend
TN160044,Coffee,30-10-2016 12:05,Afternoon,Weekend
TN160044,Medialuna,30-10-2016 12:05,Afternoon,Weekend
TN160045,Coffee,30-10-2016 12:08,Afternoon,Weekend
TN160045,Hot chocolate,30-10-2016 12:08,Afternoon,Weekend
TN160045,Medialuna,30-10-2016 12:08,Afternoon,Weekend
TN160046,Coffee,30-10-2016 12:09,Afternoon,Weekend
TN160047,Ella's Kitchen Pouches,30-10-2016 12:15,Afternoon,Weekend
TN160047,Juice,30-10-2016 12:15,Afternoon,Weekend
TN160047,Bread,30-10-2016 12:15,Afternoon,Weekend
TN160047,Muffin,30-10-2016 12:15,Afternoon,Weekend
TN160047,Jam,30-10-2016 12:15,Afternoon,Weekend
TN160048,Coffee,30-10-2016 12:17,Afternoon,Weekend
TN160049,Coffee,30-10-2016 12:23,Afternoon,Weekend
TN160049,Coffee,30-10-2016 12:23,Afternoon,Weekend
TN160049,Medialuna,30-10-2016 12:23,Afternoon,Weekend
TN160050,Bread,30-10-2016 12:25,Afternoon,Weekend
TN160050,Victorian Sponge,30-10-2016 12:25,Afternoon,Weekend
TN160051,Bread,30-10-2016 12:26,Afternoon,Weekend
TN160052,Scandinavian,30-10-2016 12:28,Afternoon,Weekend
TN160054,Bread,30-10-2016 12:33,Afternoon,Weekend
TN160055,Frittata,30-10-2016 12:38,Afternoon,Weekend
TN160055,Coffee,30-10-2016 12:38,Afternoon,Weekend
TN160055,Tea,30-10-2016 12:38,Afternoon,Weekend
TN160055,Hearty & Seasonal,30-10-2016 12:38,Afternoon,Weekend
TN160056,Coffee,30-10-2016 12:39,Afternoon,Weekend
TN160056,Frittata,30-10-2016 12:39,Afternoon,Weekend
TN160057,Scandinavian,30-10-2016 12:45,Afternoon,Weekend
TN160058,Victorian Sponge,30-10-2016 12:59,Afternoon,Weekend
TN160058,Hot chocolate,30-10-2016 12:59,Afternoon,Weekend
TN160058,Tea,30-10-2016 12:59,Afternoon,Weekend
TN160058,Soup,30-10-2016 12:59,Afternoon,Weekend
TN160059,Tea,30-10-2016 13:02,Afternoon,Weekend
TN160060,Cookies,30-10-2016 13:14,Afternoon,Weekend
TN160060,Coffee,30-10-2016 13:14,Afternoon,Weekend
TN160060,Juice,30-10-2016 13:14,Afternoon,Weekend
TN160060,Coffee,30-10-2016 13:14,Afternoon,Weekend
TN160061,Coffee,30-10-2016 13:15,Afternoon,Weekend
TN160062,Pick and Mix Bowls,30-10-2016 13:24,Afternoon,Weekend
TN160062,Hearty & Seasonal,30-10-2016 13:24,Afternoon,Weekend
TN160062,Hearty & Seasonal,30-10-2016 13:24,Afternoon,Weekend
TN160062,Coffee,30-10-2016 13:24,Afternoon,Weekend
TN160062,Smoothies,30-10-2016 13:24,Afternoon,Weekend
TN160062,Coffee,30-10-2016 13:24,Afternoon,Weekend
TN160063,Coffee,30-10-2016 13:33,Afternoon,Weekend
TN160064,Cake,30-10-2016 13:34,Afternoon,Weekend
TN160065,Tartine,30-10-2016 13:37,Afternoon,Weekend
TN160065,Mighty Protein,30-10-2016 13:37,Afternoon,Weekend
TN160065,Tea,30-10-2016 13:37,Afternoon,Weekend
TN160065,Coffee,30-10-2016 13:37,Afternoon,Weekend
TN160066,Hearty & Seasonal,30-10-2016 13:40,Afternoon,Weekend
TN160066,Frittata,30-10-2016 13:40,Afternoon,Weekend
TN160066,Mineral water,30-10-2016 13:40,Afternoon,Weekend
TN160067,Hearty & Seasonal,30-10-2016 13:46,Afternoon,Weekend
TN160067,Mineral water,30-10-2016 13:46,Afternoon,Weekend
TN160067,Muffin,30-10-2016 13:46,Afternoon,Weekend
TN160068,Frittata,30-10-2016 13:49,Afternoon,Weekend
TN160068,Coffee,30-10-2016 13:49,Afternoon,Weekend
TN160068,Tea,30-10-2016 13:49,Afternoon,Weekend
TN160068,Scandinavian,30-10-2016 13:49,Afternoon,Weekend
TN160068,Chicken sand,30-10-2016 13:49,Afternoon,Weekend
TN160069,Bread,30-10-2016 13:51,Afternoon,Weekend
TN160069,Tea,30-10-2016 13:51,Afternoon,Weekend
TN160069,Victorian Sponge,30-10-2016 13:51,Afternoon,Weekend
TN160070,Fudge,30-10-2016 13:54,Afternoon,Weekend
TN160071,Muffin,30-10-2016 13:56,Afternoon,Weekend
TN160072,Coffee,30-10-2016 14:21,Afternoon,Weekend
TN160072,Bread,30-10-2016 14:21,Afternoon,Weekend
TN160073,Bread,30-10-2016 14:22,Afternoon,Weekend
TN160074,Coffee,30-10-2016 14:24,Afternoon,Weekend
TN160074,Bread,30-10-2016 14:24,Afternoon,Weekend
TN160075,Jam,30-10-2016 14:32,Afternoon,Weekend
TN160075,Frittata,30-10-2016 14:32,Afternoon,Weekend
TN160076,Coffee,30-10-2016 14:32,Afternoon,Weekend
TN160077,Scandinavian,30-10-2016 14:35,Afternoon,Weekend
TN160078,Fudge,30-10-2016 14:42,Afternoon,Weekend
TN160079,Fudge,30-10-2016 14:45,Afternoon,Weekend
TN160079,Tea,30-10-2016 14:45,Afternoon,Weekend
TN160079,Coffee,30-10-2016 14:45,Afternoon,Weekend
TN160079,Muffin,30-10-2016 14:45,Afternoon,Weekend
TN160080,Frittata,30-10-2016 14:48,Afternoon,Weekend
TN160080,Bread,30-10-2016 14:48,Afternoon,Weekend
TN160080,Coffee,30-10-2016 14:48,Afternoon,Weekend
TN160081,Coffee,31-10-2016 08:28,Morning,Weekday
TN160081,Cake,31-10-2016 08:28,Morning,Weekday
TN160082,Tartine,31-10-2016 08:47,Morning,Weekday
TN160082,Bread,31-10-2016 08:47,Morning,Weekday
TN160083,Coffee,31-10-2016 08:57,Morning,Weekday
TN160083,Bread,31-10-2016 08:57,Morning,Weekday
TN160084,Bread,31-10-2016 09:04,Morning,Weekday
TN160085,Coffee,31-10-2016 09:10,Morning,Weekday
TN160085,Coffee,31-10-2016 09:10,Morning,Weekday
TN160085,Pastry,31-10-2016 09:10,Morning,Weekday
TN160085,Medialuna,31-10-2016 09:10,Morning,Weekday
TN160086,Juice,31-10-2016 09:11,Morning,Weekday
TN160087,Bread,31-10-2016 09:12,Morning,Weekday
TN160088,Coffee,31-10-2016 09:16,Morning,Weekday
TN160088,Coffee,31-10-2016 09:16,Morning,Weekday
TN160088,Jam,31-10-2016 09:16,Morning,Weekday
TN160089,Bread,31-10-2016 09:19,Morning,Weekday
TN160090,Bread,31-10-2016 09:20,Morning,Weekday
TN160090,Coffee,31-10-2016 09:20,Morning,Weekday
TN160091,Tea,31-10-2016 09:22,Morning,Weekday
TN160092,Coffee,31-10-2016 09:27,Morning,Weekday
TN160093,Bread,31-10-2016 09:29,Morning,Weekday
TN160093,Coke,31-10-2016 09:29,Morning,Weekday
TN160094,Coffee,31-10-2016 09:39,Morning,Weekday
TN160094,Coffee,31-10-2016 09:39,Morning,Weekday
TN160095,Tea,31-10-2016 09:43,Morning,Weekday
TN160095,Pastry,31-10-2016 09:43,Morning,Weekday
TN160095,Farm House,31-10-2016 09:43,Morning,Weekday
TN160096,Pastry,31-10-2016 09:46,Morning,Weekday
TN160096,Pastry,31-10-2016 09:46,Morning,Weekday
TN160096,Coffee,31-10-2016 09:46,Morning,Weekday
TN160096,Juice,31-10-2016 09:46,Morning,Weekday
TN160097,Coffee,31-10-2016 09:51,Morning,Weekday
TN160097,Pastry,31-10-2016 09:51,Morning,Weekday
TN160097,Juice,31-10-2016 09:51,Morning,Weekday
TN160098,Farm House,31-10-2016 09:52,Morning,Weekday
TN160099,Pastry,31-10-2016 09:56,Morning,Weekday
TN160099,Pastry,31-10-2016 09:56,Morning,Weekday
TN160099,Coffee,31-10-2016 09:56,Morning,Weekday
TN160099,Bread,31-10-2016 09:56,Morning,Weekday
TN160100,Bread,31-10-2016 09:58,Morning,Weekday
TN160101,Coffee,31-10-2016 10:04,Morning,Weekday
TN160101,Pastry,31-10-2016 10:04,Morning,Weekday
TN160102,Farm House,31-10-2016 10:04,Morning,Weekday
TN160103,Bread,31-10-2016 10:07,Morning,Weekday
TN160104,Coffee,31-10-2016 10:12,Morning,Weekday
TN160104,Coffee,31-10-2016 10:12,Morning,Weekday
TN160104,Medialuna,31-10-2016 10:12,Morning,Weekday
TN160104,Muffin,31-10-2016 10:12,Morning,Weekday
TN160104,Coffee,31-10-2016 10:12,Morning,Weekday
TN160105,Coffee,31-10-2016 10:21,Morning,Weekday
TN160105,Tea,31-10-2016 10:21,Morning,Weekday
TN160105,Cake,31-10-2016 10:21,Morning,Weekday
TN160106,Coffee,31-10-2016 10:24,Morning,Weekday
TN160106,Coffee,31-10-2016 10:24,Morning,Weekday
TN160106,Pastry,31-10-2016 10:24,Morning,Weekday
TN160106,Pastry,31-10-2016 10:24,Morning,Weekday
TN160107,Coffee,31-10-2016 10:27,Morning,Weekday
TN160107,Tea,31-10-2016 10:27,Morning,Weekday
TN160108,Farm House,31-10-2016 10:31,Morning,Weekday
TN160108,Muffin,31-10-2016 10:31,Morning,Weekday
TN160109,Bread,31-10-2016 10:35,Morning,Weekday
TN160109,Muffin,31-10-2016 10:35,Morning,Weekday
TN160109,Pastry,31-10-2016 10:35,Morning,Weekday
TN160110,Pastry,31-10-2016 10:36,Morning,Weekday
TN160111,Coffee,31-10-2016 10:38,Morning,Weekday
TN160112,Coffee,31-10-2016 10:59,Morning,Weekday
TN160113,Coffee,31-10-2016 11:02,Morning,Weekday
TN160113,Cake,31-10-2016 11:02,Morning,Weekday
TN160114,Farm House,31-10-2016 11:05,Morning,Weekday
TN160115,Bread,31-10-2016 11:08,Morning,Weekday
TN160116,Coffee,31-10-2016 11:11,Morning,Weekday
TN160117,Cookies,31-10-2016 11:13,Morning,Weekday
TN160117,Cake,31-10-2016 11:13,Morning,Weekday
TN160117,Coffee,31-10-2016 11:13,Morning,Weekday
TN160117,My-5 Fruit Shoot,31-10-2016 11:13,Morning,Weekday
TN160118,Cookies,31-10-2016 11:18,Morning,Weekday
TN160118,Cookies,31-10-2016 11:18,Morning,Weekday
TN160118,Tea,31-10-2016 11:18,Morning,Weekday
TN160118,Pastry,31-10-2016 11:18,Morning,Weekday
TN160119,Coffee,31-10-2016 11:25,Morning,Weekday
TN160119,Coffee,31-10-2016 11:25,Morning,Weekday
TN160119,Muffin,31-10-2016 11:25,Morning,Weekday
TN160120,Farm House,31-10-2016 11:29,Morning,Weekday
TN160121,Coffee,31-10-2016 11:30,Morning,Weekday
TN160121,Bread,31-10-2016 11:30,Morning,Weekday
TN160122,Cookies,31-10-2016 11:37,Morning,Weekday
TN160123,Jam,31-10-2016 11:42,Morning,Weekday
TN160123,Coffee,31-10-2016 11:42,Morning,Weekday
TN160123,Coffee,31-10-2016 11:42,Morning,Weekday
TN160123,Juice,31-10-2016 11:42,Morning,Weekday
TN160124,Coffee,31-10-2016 11:43,Morning,Weekday
TN160124,Soup,31-10-2016 11:43,Morning,Weekday
TN160125,Tea,31-10-2016 11:47,Morning,Weekday
TN160126,Coffee,31-10-2016 11:52,Morning,Weekday
TN160126,Jam,31-10-2016 11:52,Morning,Weekday
TN160127,Farm House,31-10-2016 11:53,Morning,Weekday
TN160128,Tartine,31-10-2016 11:55,Morning,Weekday
TN160128,Coffee,31-10-2016 11:55,Morning,Weekday
TN160128,Tea,31-10-2016 11:55,Morning,Weekday
TN160129,Coffee,31-10-2016 11:59,Morning,Weekday
TN160129,Coffee,31-10-2016 11:59,Morning,Weekday
TN160129,Cake,31-10-2016 11:59,Morning,Weekday
TN160130,Coffee,31-10-2016 12:03,Afternoon,Weekday
TN160130,Coffee,31-10-2016 12:03,Afternoon,Weekday
TN160130,Muffin,31-10-2016 12:03,Afternoon,Weekday
TN160131,Bread,31-10-2016 12:08,Afternoon,Weekday
TN160131,Coffee,31-10-2016 12:08,Afternoon,Weekday
TN160132,Tea,31-10-2016 12:14,Afternoon,Weekday
TN160132,Juice,31-10-2016 12:14,Afternoon,Weekday
TN160132,Pick and Mix Bowls,31-10-2016 12:14,Afternoon,Weekday
TN160132,Cookies,31-10-2016 12:14,Afternoon,Weekday
TN160133,Hearty & Seasonal,31-10-2016 12:16,Afternoon,Weekday
TN160133,Soup,31-10-2016 12:16,Afternoon,Weekday
TN160134,Hearty & Seasonal,31-10-2016 12:19,Afternoon,Weekday
TN160134,Tea,31-10-2016 12:19,Afternoon,Weekday
TN160134,Farm House,31-10-2016 12:19,Afternoon,Weekday
TN160135,Bread,31-10-2016 12:20,Afternoon,Weekday
TN160136,Tea,31-10-2016 12:27,Afternoon,Weekday
TN160136,Soup,31-10-2016 12:27,Afternoon,Weekday
TN160137,Farm House,31-10-2016 12:37,Afternoon,Weekday
TN160138,Soup,31-10-2016 12:43,Afternoon,Weekday
TN160138,Hearty & Seasonal,31-10-2016 12:43,Afternoon,Weekday
TN160138,Coffee,31-10-2016 12:43,Afternoon,Weekday
TN160139,Bread,31-10-2016 12:50,Afternoon,Weekday
TN160139,Muffin,31-10-2016 12:50,Afternoon,Weekday
TN160139,Hearty & Seasonal,31-10-2016 12:50,Afternoon,Weekday
TN160140,Coffee,31-10-2016 12:53,Afternoon,Weekday
TN160140,Coffee,31-10-2016 12:53,Afternoon,Weekday
TN160140,Cookies,31-10-2016 12:53,Afternoon,Weekday
TN160141,Bread,31-10-2016 12:54,Afternoon,Weekday
TN160142,Tea,31-10-2016 12:56,Afternoon,Weekday
TN160142,Muffin,31-10-2016 12:56,Afternoon,Weekday
TN160143,Tea,31-10-2016 12:59,Afternoon,Weekday
TN160144,Soup,31-10-2016 13:02,Afternoon,Weekday
TN160144,Hearty & Seasonal,31-10-2016 13:02,Afternoon,Weekday
TN160145,Coffee,31-10-2016 13:05,Afternoon,Weekday
TN160145,Tea,31-10-2016 13:05,Afternoon,Weekday
TN160145,Focaccia,31-10-2016 13:05,Afternoon,Weekday
TN160146,Sandwich,31-10-2016 13:08,Afternoon,Weekday
TN160147,Tartine,31-10-2016 13:09,Afternoon,Weekday
TN160147,Coffee,31-10-2016 13:09,Afternoon,Weekday
TN160148,Fudge,31-10-2016 13:21,Afternoon,Weekday
TN160148,Coffee,31-10-2016 13:21,Afternoon,Weekday
TN160148,Coffee,31-10-2016 13:21,Afternoon,Weekday
TN160149,Coffee,31-10-2016 13:26,Afternoon,Weekday
TN160150,Bread,31-10-2016 13:31,Afternoon,Weekday
TN160151,Coke,31-10-2016 13:50,Afternoon,Weekday
TN160151,Soup,31-10-2016 13:50,Afternoon,Weekday
TN160152,Muffin,31-10-2016 13:51,Afternoon,Weekday
TN160153,Tea,31-10-2016 13:55,Afternoon,Weekday
TN160153,Coffee,31-10-2016 13:55,Afternoon,Weekday
TN160153,Cookies,31-10-2016 13:55,Afternoon,Weekday
TN160153,Muffin,31-10-2016 13:55,Afternoon,Weekday
TN160154,Mighty Protein,31-10-2016 14:00,Afternoon,Weekday
TN160154,Hearty & Seasonal,31-10-2016 14:00,Afternoon,Weekday
TN160154,Coffee,31-10-2016 14:00,Afternoon,Weekday
TN160154,Coke,31-10-2016 14:00,Afternoon,Weekday
TN160155,Tea,31-10-2016 14:01,Afternoon,Weekday
TN160155,Muffin,31-10-2016 14:01,Afternoon,Weekday
TN160155,Sandwich,31-10-2016 14:01,Afternoon,Weekday
TN160156,Coffee,31-10-2016 14:04,Afternoon,Weekday
TN160156,Muffin,31-10-2016 14:04,Afternoon,Weekday
TN160157,Coffee,31-10-2016 14:05,Afternoon,Weekday
TN160157,Bread,31-10-2016 14:05,Afternoon,Weekday
TN160158,Coffee,31-10-2016 14:20,Afternoon,Weekday
TN160158,Muffin,31-10-2016 14:20,Afternoon,Weekday
TN160159,Bread,31-10-2016 14:22,Afternoon,Weekday
TN160159,Hot chocolate,31-10-2016 14:22,Afternoon,Weekday
TN160159,Cookies,31-10-2016 14:22,Afternoon,Weekday
TN160160,Mineral water,31-10-2016 14:35,Afternoon,Weekday
TN160160,Muffin,31-10-2016 14:35,Afternoon,Weekday
TN160161,Tea,31-10-2016 14:42,Afternoon,Weekday
TN160162,Muffin,31-10-2016 14:44,Afternoon,Weekday
TN160163,Coffee,31-10-2016 14:47,Afternoon,Weekday
TN160163,Juice,31-10-2016 14:47,Afternoon,Weekday
TN160164,Coffee,31-10-2016 14:47,Afternoon,Weekday
TN160164,Muffin,31-10-2016 14:47,Afternoon,Weekday
TN160165,Tea,31-10-2016 14:48,Afternoon,Weekday
TN160166,Coffee,31-10-2016 14:49,Afternoon,Weekday
TN160166,Muffin,31-10-2016 14:49,Afternoon,Weekday
TN160167,Sandwich,31-10-2016 14:50,Afternoon,Weekday
TN160167,Hearty & Seasonal,31-10-2016 14:50,Afternoon,Weekday
TN160167,Bread,31-10-2016 14:50,Afternoon,Weekday
TN160167,Mineral water,31-10-2016 14:50,Afternoon,Weekday
TN160168,Tea,31-10-2016 14:56,Afternoon,Weekday
TN160168,Coffee,31-10-2016 14:56,Afternoon,Weekday
TN160169,Mineral water,31-10-2016 15:05,Afternoon,Weekday
TN160170,Coffee,31-10-2016 15:16,Afternoon,Weekday
TN160171,Soup,31-10-2016 15:20,Afternoon,Weekday
TN160171,Tea,31-10-2016 15:20,Afternoon,Weekday
TN160172,Bread,31-10-2016 17:06,Evening,Weekday
TN160172,Coffee,31-10-2016 17:06,Evening,Weekday
TN160173,Bread,31-10-2016 17:08,Evening,Weekday
TN160173,Muffin,31-10-2016 17:08,Evening,Weekday
TN160174,Coffee,31-10-2016 17:40,Evening,Weekday
TN160175,Bread,31-10-2016 17:49,Evening,Weekday
TN160176,Cookies,31-10-2016 18:22,Evening,Weekday
TN160176,Coffee,31-10-2016 18:22,Evening,Weekday
TN160178,Coffee,11-01-2016 07:51,Morning,Weekday
TN160178,Pastry,11-01-2016 07:51,Morning,Weekday
TN160179,Coffee,11-01-2016 08:20,Morning,Weekday
TN160179,Pastry,11-01-2016 08:20,Morning,Weekday
TN160180,Jam,11-01-2016 08:22,Morning,Weekday
TN160180,Tea,11-01-2016 08:22,Morning,Weekday
TN160181,Tea,11-01-2016 08:45,Morning,Weekday
TN160181,Tea,11-01-2016 08:45,Morning,Weekday
TN160182,Pastry,11-01-2016 09:07,Morning,Weekday
TN160182,Pastry,11-01-2016 09:07,Morning,Weekday
TN160182,Ella's Kitchen Pouches,11-01-2016 09:07,Morning,Weekday
TN160183,Pastry,11-01-2016 09:09,Morning,Weekday
TN160184,Farm House,11-01-2016 09:26,Morning,Weekday
TN160184,Tea,11-01-2016 09:26,Morning,Weekday
TN160185,Tea,11-01-2016 09:29,Morning,Weekday
TN160185,Victorian Sponge,11-01-2016 09:29,Morning,Weekday
TN160186,Tea,11-01-2016 09:43,Morning,Weekday
TN160186,Pastry,11-01-2016 09:43,Morning,Weekday
TN160187,Bread,11-01-2016 10:02,Morning,Weekday
TN160188,Coffee,11-01-2016 10:04,Morning,Weekday
TN160189,Bread,11-01-2016 10:29,Morning,Weekday
TN160189,Coffee,11-01-2016 10:29,Morning,Weekday
TN160190,Coffee,11-01-2016 10:34,Morning,Weekday
TN160190,Pastry,11-01-2016 10:34,Morning,Weekday
TN160190,Pastry,11-01-2016 10:34,Morning,Weekday
TN160191,Soup,11-01-2016 10:50,Morning,Weekday
TN160191,Tea,11-01-2016 10:50,Morning,Weekday
TN160192,Bread,11-01-2016 10:56,Morning,Weekday
TN160193,Coffee,11-01-2016 11:00,Morning,Weekday
TN160194,Bread,11-01-2016 11:04,Morning,Weekday
TN160194,Bread,11-01-2016 11:04,Morning,Weekday
TN160195,Bread,11-01-2016 11:06,Morning,Weekday
TN160195,Scandinavian,11-01-2016 11:06,Morning,Weekday
TN160196,Bread,11-01-2016 11:08,Morning,Weekday
TN160196,Cake,11-01-2016 11:08,Morning,Weekday
TN160196,Cookies,11-01-2016 11:08,Morning,Weekday
TN160197,Coffee,11-01-2016 11:10,Morning,Weekday
TN160197,Coffee,11-01-2016 11:10,Morning,Weekday
TN160197,Tea,11-01-2016 11:10,Morning,Weekday
TN160198,Coffee,11-01-2016 11:11,Morning,Weekday
TN160198,Cookies,11-01-2016 11:11,Morning,Weekday
TN160199,Coffee,11-01-2016 11:13,Morning,Weekday
TN160200,Bread,11-01-2016 11:16,Morning,Weekday
TN160201,Coffee,11-01-2016 11:22,Morning,Weekday
TN160201,Pastry,11-01-2016 11:22,Morning,Weekday
TN160202,Coffee,11-01-2016 11:23,Morning,Weekday
TN160202,Coffee,11-01-2016 11:23,Morning,Weekday
TN160203,Coffee,11-01-2016 11:25,Morning,Weekday
TN160204,Scandinavian,11-01-2016 11:30,Morning,Weekday
TN160204,Bread,11-01-2016 11:30,Morning,Weekday
TN160205,Coffee,11-01-2016 11:49,Morning,Weekday
TN160205,Coffee,11-01-2016 11:49,Morning,Weekday
TN160205,Pastry,11-01-2016 11:49,Morning,Weekday
TN160206,Scandinavian,11-01-2016 11:54,Morning,Weekday
TN160206,Coffee,11-01-2016 11:54,Morning,Weekday
TN160206,Pastry,11-01-2016 11:54,Morning,Weekday
TN160207,Hearty & Seasonal,11-01-2016 12:03,Afternoon,Weekday
TN160207,Coffee,11-01-2016 12:03,Afternoon,Weekday
TN160207,Muffin,11-01-2016 12:03,Afternoon,Weekday
TN160208,Bread,11-01-2016 12:10,Afternoon,Weekday
TN160209,Coffee,11-01-2016 12:10,Afternoon,Weekday
TN160210,Scandinavian,11-01-2016 12:12,Afternoon,Weekday
TN160211,Soup,11-01-2016 12:15,Afternoon,Weekday
TN160211,Coffee,11-01-2016 12:15,Afternoon,Weekday
TN160212,Coffee,11-01-2016 12:20,Afternoon,Weekday
TN160212,Cookies,11-01-2016 12:20,Afternoon,Weekday
TN160212,Tartine,11-01-2016 12:20,Afternoon,Weekday
TN160213,Bread,11-01-2016 12:22,Afternoon,Weekday
TN160214,Bread,11-01-2016 12:26,Afternoon,Weekday
TN160214,Tea,11-01-2016 12:26,Afternoon,Weekday
TN160214,Tea,11-01-2016 12:26,Afternoon,Weekday
TN160215,Pastry,11-01-2016 12:30,Afternoon,Weekday
TN160215,Coffee,11-01-2016 12:30,Afternoon,Weekday
TN160216,Tartine,11-01-2016 12:31,Afternoon,Weekday
TN160216,Coffee,11-01-2016 12:31,Afternoon,Weekday
TN160217,Bread,11-01-2016 12:33,Afternoon,Weekday
TN160217,Cookies,11-01-2016 12:33,Afternoon,Weekday
TN160218,Sandwich,11-01-2016 12:37,Afternoon,Weekday
TN160219,Tartine,11-01-2016 12:41,Afternoon,Weekday
TN160220,Bread,11-01-2016 12:49,Afternoon,Weekday
